Order ID,Order Date,Order Mode,Customer ID,Product ID,Sales,Cost Price,Quantity,Discount
XLJ-616077,01/10/2023,In-Store,DE037740,01JZ3NR61MMJJDB043XZ0WQH6M,29.14,11.496,9,0.21
AQK-180738,1/27/2023,Online,AM051739,01JZ3NTAJJMK1987R9CXRCNGTP,1.34,0.376,4,0.02
RFV-439201,9/22/2023,In-Store,IF076535,01JZ3NR0F8H4HXMZPBH0X873JM,12.14,4.696,20,0.08
GRR-061875,02/01/2023,Online,IX092310,01JZ3NCAWT3P7ZHX3QQDVEYFTC,199.14,59.497,17,0.04
OYY-940446,5/14/2023,In-Store,HJ026970,01JZ3NCF0JPCH0PFJ73R0K606R,2.14,0.397,13,0.13
QGK-966188,6/24/2023,Online,WY056153,01JZ3NR4NXY0N9A7E2KYVQS0F3,12.14,4.696,6,0.1
WNO-360129,10/25/2023,In-Store,VN020488,01JZ3NCA3JNK3N2STPPV4FAQ80,29.14,8.497,19,0.19
FPH-495186,11/21/2023,Online,TB024905,01JZ3NCGYMZSYV4YHNG22P2P9R,2.64,0.547,17,
YVV-713453,05/07/2023,In-Store,PD039339,01JZ3NTE76G1VCKDBJ5XDF5FGS,24.14,9.496,11,0.06
QMC-759908,11/30/2023,Online,UH020305,01JZ3NSWT5XVBDPD3QCTBNJ2MW,4.14,1.496,1,0.39
TUO-460255,7/22/2023,In-Store,AF014962,01JZ3NCB7CM2B8ZGEG6PPSPCRG,2.64,0.547,8,0.4
PRV-700004,12/30/2023,Online,AG034492,01JZ3NT2Z6CKEVNJ7HND478GQX,22.14,8.696,2,0.35
VSZ-627821,01/07/2023,In-Store,UP033830,01JZ3NCCAAEQ7GEDV005JJVCTN,19.14,5.497,9,0.06
WFT-505521,5/23/2023,Online,MB036703,01JZ3NR4K3GEDM8FTY0WZ05QDW,29.14,11.496,18,0.08
ULG-905975,06/10/2023,In-Store,SN013438,01JZ3NCA6NFCFYJ505FB98C6MF,24.14,6.997,9,0.18
JLU-501500,8/13/2023,Online,KJ002476,01JZ3NTBJV0DHTMP743FW430FD,19.14,7.496,9,
TFM-664761,8/17/2023,In-Store,RA089082,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,49.14,19.496,11,0.37
VML-199158,1/23/2023,Online,IA036068,01JZ3NCEZZ51A1JY51KKS3A33J,1.44,0.187,17,0.2
BRL-042057,12/16/2023,In-Store,EU072161,01JZ3NRANS87FVXKNRNM2H6G3C,10.14,3.896,9,0.02
GCT-977375,2/24/2023,Online,LE082543,01JZ3NSZSSFRYPYNXW7KHY4RED,8.14,3.096,4,0.11
QDP-140396,12/15/2023,In-Store,QB095004,01JZ3NCFM6WG6WARKPXBJQC77Q,24.14,6.997,8,0.17
IZL-869377,04/10/2023,Online,AM051796,01JZ3NCBC50ME5WD2D53Q5PGKY,4.74,1.177,18,0.28
HMG-103518,8/25/2023,In-Store,WP043997,01JZ3NTJFKDYFF4DQNRVME9WNQ,29.14,11.496,11,0.12
WZD-361200,1/15/2023,Online,LT006441,01JZ3NR54GNP566953HCSRASNA,19.14,7.496,1,0.3
TME-074243,8/14/2023,In-Store,MR095401,01JZ3NCC22PJNDR57A4BWYCT2E,49.14,14.497,3,
EQI-276509,10/07/2023,Online,BE033170,01JZ3NTD4A5334RR1WQT613HVB,1.64,0.496,10,0.05
PAG-489779,1/26/2023,In-Store,CY049651,01JZ3NCASAF8P20XD20FB2Z8RD,5.14,1.297,5,0.35
YFA-951353,1/16/2023,Online,WZ079454,01JZ3NT3DZNMWT1JQS7XFA880R,4.14,1.496,1,0.27
GET-241529,05/11/2023,In-Store,FA096242,01JZ3NCGR98JE0X2FCNSP90GM1,4.14,0.997,6,0.1
HDF-411861,01/01/2023,Online,VN032443,01JZ3NCC6RCGFZ9A3K2ZBBZ4AF,3.14,0.697,1,0.38
GXU-991979,03/02/2023,In-Store,BG041780,01JZ3NTHWCVX3NBQPJ6RPJS88Q,24.14,9.496,6,
FIG-691092,5/27/2023,Online,VA029829,01JZ3NRA34M61113YYA8NCT0S9,1.94,0.616,1,0.38
FWK-093764,06/08/2023,In-Store,OH052826,01JZ3NCF850768J36QNQ343VSS,59.14,17.497,5,0.28
MRJ-333263,06/10/2023,Online,FX086943,01JZ3NCAW9FYCHPNQRQD4T0JBZ,39.14,11.497,19,0.18
DAU-890751,3/29/2023,In-Store,DJ041197,01JZ3NR6E8MK9Q59SHWP0DZE60,24.14,9.496,7,0.36
IRC-867302,4/24/2023,Online,FE005308,01JZ3NSWEQ21F0SRB59SDY8TZC,3.14,1.096,18,0.09
NPU-780869,10/13/2023,In-Store,NY000158,01JZ3NSZ2PHJS11APMCF0WSF94,79.14,31.496,8,0.22
CCA-921672,09/03/2023,Online,IK057392,01JZ3NTG2PDX8W8RYN35VYA202,99.14,39.496,13,0.04
BWB-484290,12/21/2023,In-Store,WA065296,01JZ3NTCXTPETNCVFVS1T3WV2X,129.14,51.496,16,0.38
QXY-440210,9/20/2023,Online,BY084090,01JZ3NCGCX6QST25AP8C2W3CG8,34.14,9.997,19,0.01
JET-835049,2/24/2023,In-Store,SV090268,01JZ3NTPKKG1QE5VZNB946NE4K,24.14,9.496,14,0.26
OIS-233396,11/18/2023,Online,OF005773,01JZ3NR3G9RQTG5B9BFWD6BG79,49.14,19.496,14,0.31
RPN-833662,7/26/2023,In-Store,SG001338,01JZ3NR4ZES0HDSCQEXEY1T7BN,1.94,0.616,1,0.02
LNR-093732,5/22/2023,Online,FB057994,01JZ3NTATAMQJSCG51XYKNB7FB,59.14,23.496,12,0.01
HXW-361966,3/22/2023,In-Store,NC078690,01JZ3NCDTQTXTY9ETHSJCQWY41,19.14,5.497,3,0.05
LNI-912740,11/13/2023,Online,TB024905,01JZ3NCGYMZSYV4YHNG22P2P9R,2.64,0.547,9,0.39
ZQC-396948,11/12/2023,In-Store,WH056175,01JZ3NR1DQ4PV8K2B3MRHHQDTC,24.14,9.496,6,0.2
UEG-407398,01/02/2023,Online,WT084998,01JZ3NR5JQTFT7NQFCSPYJZ9RH,2.14,0.696,4,0.29
CIQ-699254,5/16/2023,In-Store,FE082197,01JZ3NCH6VM697QRD1H068T6DZ,2.94,0.637,18,0.33
XDF-112669,5/22/2023,Online,TR063844,01JZ3NTE7RARHN1AMVJRBX9YB7,1.64,0.496,20,0.06
OQC-242039,5/17/2023,In-Store,NY015731,01JZ3NC9YPXGEGGWPDF4RG1SQ7,19.14,5.497,5,0.08
BIM-901074,10/20/2023,Online,AX023223,01JZ3NT1G7R5ZP4Z6QM65SZ81H,1.64,0.496,9,0.13
JQV-350764,12/21/2023,In-Store,BU037763,01JZ3NCA2ZFNEBN6HS56MDDFTR,1.14,0.097,3,0.14
SDA-577406,1/13/2023,Online,KM010380,01JZ3NR47M60NT642N0XTF1QTR,29.14,11.496,7,
SZD-312268,02/11/2023,In-Store,BJ048509,01JZ3NCAS1QFX4034BPHYKD7NK,49.14,14.497,7,
OCU-306271,4/16/2023,Online,DV041444,01JZ3NR13Y1VTDYY60B812HSNZ,39.14,15.496,2,0.15
SAY-085540,9/16/2023,In-Store,RL027529,01JZ3NSYEJN96RW8CG69CFFD5X,19.14,7.496,16,0.36
UGG-547713,11/01/2023,Online,LQ023488,01JZ3NRAQMWJDY6JCDKQT3Q90F,4.14,1.496,15,0.17
TLN-910297,4/22/2023,In-Store,BB040839,01JZ3NCA9YGQS0HMZEB2H5DRPY,2.94,0.637,19,0.04
VWJ-422583,08/09/2023,Online,TY072354,01JZ3NTQBX2060AN5J455KVRCC,9.14,3.496,3,0.13
YYS-872414,08/05/2023,In-Store,LT041837,01JZ3NRAVPTXCWWN3STM2EWMGM,29.14,11.496,20,0.13
EKQ-804055,3/23/2023,Online,HE071631,01JZ3NCGQ36E68JB5GX4M7DZD2,69.14,20.497,13,0.25
AHI-897385,04/07/2023,In-Store,GC076996,01JZ3NT3E8RSD2P7SHMMWNZR0Y,14.14,5.496,17,0.05
GXC-733984,7/20/2023,Online,WC004593,01JZ3NCC5ND22EGGD8EK3DMXCB,199.14,59.497,2,0.03
DIK-724433,8/29/2023,In-Store,UK043146,01JZ3NC95QFKZKGKHZ6CQ5BVD1,1.64,0.247,3,0.31
GLJ-537221,10/25/2023,Online,ZK023557,01JZ3NR5F40ME2FKPM62D7NY03,99.14,39.496,15,0.15
XEG-019174,09/07/2023,In-Store,KJ002476,01JZ3NTBJV0DHTMP743FW430FD,19.14,7.496,11,0.25
SNH-535103,5/26/2023,Online,CV010333,01JZ3NCF73GQMP7KCW5S6RQ2YN,2.94,0.637,1,0.28
ITG-774991,3/19/2023,In-Store,BK071778,01JZ3NTFNRTV1V6EBA4GMC8JXT,5.14,1.896,18,0.15
YDR-818845,10/21/2023,Online,SB024310,01JZ3NR3C4HBQGK74DAKRS4YJV,4.64,1.696,11,0.25
LCI-361916,07/03/2023,In-Store,UK084853,01JZ3NR3A62HTAPWC595EFQCYA,169.14,67.496,8,0.05
XTD-378815,02/12/2023,Online,LQ034862,01JZ3NCFEXA4VXBQBCS42BRDK9,109.14,32.497,13,0.21
FRC-355192,12/22/2023,In-Store,HK099800,01JZ3NR7B209HYNXYRYKMSYB7M,49.14,19.496,5,0.26
YNB-358957,06/12/2023,Online,CP013476,01JZ3NC9H9NMH4TCQ6YHXFEWT1,1.74,0.277,12,0.26
KWB-388543,5/24/2023,In-Store,CE004322,01JZ3NR5D8HVQP8MZHCS5RVWQB,2.04,0.656,9,0.21
CAR-668070,07/03/2023,Online,HG039736,01JZ3NCGN4M2ZQYAPPP0Z43TWG,39.14,11.497,8,0.26
QZY-915347,5/15/2023,In-Store,KG064314,01JZ3NR24QFAQYPAJ4MH698QTM,29.14,11.496,1,0.28
HRF-923693,05/07/2023,Online,CI022677,01JZ3NC9Q1VT5A4C4CZ0K5927N,44.14,12.997,7,0.28
BTP-825750,8/26/2023,In-Store,VO007288,01JZ3NR0XK272V52VMTYG8AR0Y,1.94,0.616,13,0.35
MWY-304175,02/02/2023,Online,KF000783,01JZ3NCH0TV9XB0N7JV76JYJZS,29.14,8.497,19,0.35
ELH-435802,8/31/2023,In-Store,QO092485,01JZ3NTJZ332YFTVY91E4CRWZD,1.84,0.576,14,0.26
VIF-548828,07/01/2023,Online,MG006726,01JZ3NT0W7CS0W3AFK08D40KY0,0.64,0.096,10,0.2
HJG-461376,11/27/2023,In-Store,JA043818,01JZ3NR4QCMG5DHZDK2X07ZPV6,109.14,43.496,3,0.03
ZBQ-153729,12/20/2023,Online,YN000504,01JZ3NCGHQBSVC4FRGYKKB5KG4,39.14,11.497,14,0.27
OQC-969198,02/11/2023,In-Store,KE050319,01JZ3NCET4Q4JH1N48EWWXQAXH,29.14,8.497,9,0.24
XTW-510407,07/02/2023,Online,NW002733,01JZ3NTBEPWS0TSWZ9RMRW80HG,29.14,11.496,5,0.34
WZM-419023,7/22/2023,In-Store,FC010468,01JZ3NCGJCAVD5QFZEB9W8SRJ7,2.44,0.487,8,0.35
ROS-888596,8/15/2023,Online,OH052826,01JZ3NCF850768J36QNQ343VSS,59.14,17.497,10,0.09
CLR-187561,11/08/2023,In-Store,HK081970,01JZ3NCC1S8XA6JV4EGM5GQWRD,5.64,1.447,15,
OUD-283799,12/29/2023,Online,LI092422,01JZ3NR0Z8BMY0AW05CEMKF0PN,2.14,0.696,15,0.03
KKI-480541,1/26/2023,In-Store,PF020673,01JZ3NR9J11CRZF2HBKV9E2JGX,2.64,0.896,6,0.03
IPL-800578,6/13/2023,Online,TA075580,01JZ3NR3YF0JKRAZDYKM5JMJ3P,39.14,15.496,16,0.1
NPK-544708,5/16/2023,In-Store,SG001338,01JZ3NR4ZES0HDSCQEXEY1T7BN,1.94,0.616,5,0.25
BXY-123425,05/11/2023,Online,FX086943,01JZ3NCAW9FYCHPNQRQD4T0JBZ,39.14,11.497,13,0.18
CUU-931370,7/18/2023,In-Store,CK017190,01JZ3NR589GPXR14FGCJPNBSGH,1.94,0.616,11,0.18
APU-415868,5/30/2023,Online,TC059259,01JZ3NQZ9KB5S5AQNW927YTPH5,11.14,4.296,12,0.37
EVQ-270210,10/17/2023,In-Store,CN022315,01JZ3NCCD3FSY3K2RGC07P015T,1.14,0.097,8,0
VXZ-331632,9/23/2023,Online,CN030440,01JZ3NR19HV1681RN5K4K7BMDG,5.14,1.896,13,0.13
YJD-456057,07/04/2023,In-Store,TS091132,01JZ3NR6KYKMXCDMAYJH7KG8ZH,39.14,15.496,12,
OSP-149952,6/16/2023,Online,HN089985,01JZ3NR31D4W0HHFRPY9DKTQ6E,24.14,9.496,5,0.11
ZAY-645579,11/19/2023,In-Store,RQ001428,01JZ3NCDW199GHRC2JDSQE3RAE,7.14,1.897,20,0.16
YCE-417189,04/01/2023,Online,NJ058700,01JZ3NT56BTGVFRFZMAMWDH61J,3.14,1.096,15,0.04
RNA-032911,01/04/2023,In-Store,AK060338,01JZ3NRAWS7WV13FEN3N4G2AAZ,2.14,0.696,20,0.19
ZYH-459429,2/27/2023,Online,PU073770,01JZ3NTGHA2Z08EEPBNZX59ZBG,19.14,7.496,15,0.09
IBP-043031,3/17/2023,In-Store,UE052471,01JZ3NR72BAW6EZNF8X3EM1NCQ,4.64,1.696,13,0.05
UDY-388045,11/22/2023,Online,VN053890,01JZ3NC9Y5864GSVSXNJPJ0ZA9,2.14,0.397,16,0.25
TVC-094489,06/05/2023,In-Store,UZ002058,01JZ3NR5MCQ41WZBYGNN2TF49F,34.14,13.496,11,0.03
BBW-483068,5/29/2023,Online,HW036564,01JZ3NT6JS4BN93JXFPNBY504T,44.14,17.496,14,
UGP-893269,11/29/2023,In-Store,JX093141,01JZ3NR90417CAFPX8M240HKP9,1.44,0.416,12,0.08
RSH-003471,02/06/2023,Online,FZ088517,01JZ3NR8K60XHYJ570MNJ7H25A,2.14,0.696,18,0.12
FQH-219668,07/07/2023,In-Store,MU089310,01JZ3NSXRBWHP239BGXXKH07AJ,69.14,27.496,9,0.24
JHQ-129194,3/17/2023,Online,FC010468,01JZ3NCGJCAVD5QFZEB9W8SRJ7,2.44,0.487,1,0.4
RUX-802768,12/22/2023,In-Store,GE015518,01JZ3NR35HDFH05EMRR8KAYZ4Y,19.14,7.496,18,0.01
HNC-904791,1/17/2023,Online,HW036564,01JZ3NT6JS4BN93JXFPNBY504T,44.14,17.496,16,0.18
IMM-721559,04/06/2023,In-Store,MC047623,01JZ3NR2GA1PYYJYACA3HGP21P,19.14,7.496,5,0.12
PBC-460472,3/23/2023,Online,WZ079454,01JZ3NT3DZNMWT1JQS7XFA880R,4.14,1.496,13,0.34
VYN-993803,04/07/2023,In-Store,PB030441,01JZ3NCA0VV3NVCWPXDRNY34MY,12.14,3.397,14,0.33
XSF-911004,12/05/2023,Online,DO033037,01JZ3NSYPGE5N8VHXNKAD7X1TS,44.14,17.496,16,0.09
DUW-899419,2/19/2023,In-Store,UO042002,01JZ3NR3Z2A6WPJMZT88JY0JPX,3.14,1.096,14,0.19
LTM-973586,08/02/2023,Online,EB020382,01JZ3NCANMKZ7CT3PF9EFBSTJ9,49.14,14.497,13,0.4
TEX-021068,07/12/2023,In-Store,LT089054,01JZ3NR00X2ZMW9C1RV62AHT52,19.14,7.496,8,0.23
WVV-892006,1/24/2023,Online,VB010167,01JZ3NCA5NX1M01H3JC96DPDZV,29.14,8.497,7,0.29
UKR-883896,02/06/2023,In-Store,HJ060494,01JZ3NR5K3CT6GSE9KQS3MCPJZ,58.14,23.096,1,0.14
MBR-718778,01/04/2023,Online,PC022229,01JZ3NR2FKG04PANE275R3J1VZ,12.14,4.696,20,0.02
DNG-908793,8/23/2023,In-Store,CU022928,01JZ3NTKNXP3HJD0X5H9B7VHVE,2.14,0.696,15,0.15
SCI-787754,12/08/2023,Online,VL083988,01JZ3NT9481T3VQZB54C6E3KWR,14.14,5.496,14,0.09
CMY-294962,4/22/2023,In-Store,ZN007702,01JZ3NC9EZBP2T7YDV2PS1NRGY,34.14,9.997,20,0.25
GVF-418365,10/30/2023,Online,PP019949,01JZ3NR4KMA0G9RV3Q2M6CRB3D,39.14,15.496,2,0.15
WRV-752132,05/04/2023,In-Store,OB060281,01JZ3NTFVS1MM3WVFAQCEZ72B3,1.04,0.256,11,0.29
CNX-843304,01/06/2023,Online,FX008936,01JZ3NR35530H2HQJ328MVW3PM,1.64,0.496,13,0.38
VHI-908249,5/14/2023,In-Store,PC022229,01JZ3NR2FKG04PANE275R3J1VZ,12.14,4.696,11,0.23
FHK-675929,5/30/2023,Online,ZM096349,01JZ3NTAWDN18VKEF89NEMSDJX,49.14,19.496,10,0.35
RAT-756706,07/04/2023,In-Store,UP033830,01JZ3NCCAAEQ7GEDV005JJVCTN,19.14,5.497,20,0.13
ZFN-299853,06/08/2023,Online,CD028083,01JZ3NCG1XR9VE4JBYB92Z3Y93,3.14,0.697,16,0.1
RMK-181890,5/22/2023,In-Store,QO024751,01JZ3NR2HM9DE39M9WJSA1TM5B,39.14,15.496,13,
YWW-935655,07/09/2023,Online,TU074841,01JZ3NR5XJK5CTEG8C6G9DN2CD,2.94,1.016,13,0.08
AVO-168286,8/23/2023,In-Store,VF013578,01JZ3NR8YRC23H2YC96RPB515H,24.14,9.496,18,0.38
UQJ-528635,09/10/2023,Online,SQ020021,01JZ3NCGS0QP766SVRA5B6KN0S,2.64,0.547,14,0.25
HMA-188897,4/26/2023,In-Store,NM018346,01JZ3NTDCG21Y0NJWF49GNJBFW,24.14,9.496,3,0.16
VIM-728115,06/12/2023,Online,HW036564,01JZ3NT6JS4BN93JXFPNBY504T,44.14,17.496,12,0.12
ZIX-365988,8/27/2023,In-Store,SG001338,01JZ3NR4ZES0HDSCQEXEY1T7BN,1.94,0.616,14,0.32
XNZ-102741,06/09/2023,Online,OL032772,01JZ3NR2KS8SZM130866XH3KKP,3.34,1.176,2,0.28
ICZ-494321,07/06/2023,In-Store,RT001473,01JZ3NTD09XS4J8VDZG49NBMCR,19.14,7.496,2,
XUX-479799,3/31/2023,Online,QH024668,01JZ3NC9VY45GT7XFG63G4ST85,2.14,0.397,16,0.01
ZKG-474729,01/04/2023,In-Store,HU071636,01JZ3NR8NNF7M78AY6ZW4DM9N2,14.14,5.496,13,0.27
KCO-278363,12/19/2023,Online,BF010861,01JZ3NSXYQDRB7DA84A3DA7XTM,4.14,1.496,7,0.14
OCW-638106,05/05/2023,In-Store,GZ076830,01JZ3NR83YQFK098AQ58WBC217,1.64,0.496,15,0.35
ZRH-253999,5/28/2023,Online,KF000783,01JZ3NCH0TV9XB0N7JV76JYJZS,29.14,8.497,1,0.38
OVG-382126,8/13/2023,In-Store,YM089156,01JZ3NC9SEH4HNDX32D5H11AMJ,15.14,4.297,6,0.3
VDI-514952,4/20/2023,Online,ZK023557,01JZ3NR5F40ME2FKPM62D7NY03,99.14,39.496,12,0.2
XFO-478761,04/12/2023,In-Store,TT026883,01JZ3NCBXJMZWFWG94J56VWJNB,29.14,8.497,9,0.31
AMY-993195,2/15/2023,Online,AX023223,01JZ3NT1G7R5ZP4Z6QM65SZ81H,1.64,0.496,2,0.4
FCN-054145,4/21/2023,In-Store,FW074690,01JZ3NR44M2MFTMNEHS500ZHDF,2.44,0.816,7,0.04
MMY-673519,1/16/2023,Online,RQ069631,01JZ3NCFFCT0PQ3RXHXNVD01JC,3.14,0.697,7,0.15
XMN-471045,12/03/2023,In-Store,IK074906,01JZ3NCADJPMY9S0DNRY878Z4G,22.14,6.397,12,0.25
JWV-051863,9/23/2023,Online,PD039339,01JZ3NTE76G1VCKDBJ5XDF5FGS,24.14,9.496,11,0.33
JSF-697790,08/02/2023,In-Store,CP013476,01JZ3NC9H9NMH4TCQ6YHXFEWT1,1.74,0.277,6,0
WBK-773238,09/10/2023,Online,TB024905,01JZ3NCGYMZSYV4YHNG22P2P9R,2.64,0.547,5,0.31
UTF-372584,06/04/2023,In-Store,MP054592,01JZ3NT7W6RZMZRVH016PQBKF1,9.14,3.496,7,0.06
SJA-507672,1/24/2023,Online,VL083988,01JZ3NT9481T3VQZB54C6E3KWR,14.14,5.496,3,0
STF-421441,2/17/2023,In-Store,ZD058102,01JZ3NC9JB9GDZM5C430H9KAFD,5.64,1.447,11,0.08
HRI-836333,11/11/2023,Online,SS091192,01JZ3NT9VAREEHDDSARDB9878N,24.14,9.496,7,0.3
SLG-966804,5/17/2023,In-Store,UK042725,01JZ3NCBDNPX0E32472V2XS7NK,19.14,5.497,18,0.21
GAS-384846,9/20/2023,Online,KH039882,01JZ3NTGV3PC6BHVM25BHE2X9K,79.14,31.496,4,0.25
FHR-823216,12/29/2023,In-Store,SB024310,01JZ3NR3C4HBQGK74DAKRS4YJV,4.64,1.696,18,
UTL-341769,8/31/2023,Online,SV020317,01JZ3NTJJE4ZASZTC2P596TZAZ,3.14,1.096,11,0.21
XIV-794895,6/27/2023,In-Store,SI095976,01JZ3NTJ3GWFKK6RRKA11Y7M5Q,2.14,0.696,3,0.2
XQM-575718,7/14/2023,Online,KW071085,01JZ3NR0C89AXMBXXMQN9G2C5D,59.14,23.496,17,0.19
EGL-166493,12/24/2023,In-Store,CW024266,01JZ3NR49D4YS94DVS7Y2E0SZ3,34.14,13.496,11,0.21
HLT-560723,09/02/2023,Online,UN049674,01JZ3NT7THDXCFGKHBVE3XC4H9,7.14,2.696,12,0.29
AWF-507066,4/14/2023,In-Store,NJ003936,01JZ3NTHX0N1PP4F7Y1TE1N6S2,10.14,3.896,8,0.05
LZP-043398,11/28/2023,Online,MJ023223,01JZ3NCH34Q66T8FMPAAQMK19N,24.14,6.997,14,0.27
BTX-220120,8/31/2023,In-Store,OW073325,01JZ3NT6H9Z8MNS42DVHTT2T4Y,249.14,99.496,5,0.35
OPQ-937530,04/10/2023,Online,WB014883,01JZ3NTKF7NRPEX4NY37DPFX1D,49.14,19.496,10,0.29
OQX-688038,6/19/2023,In-Store,PU037272,01JZ3NR5VR2QJDZ97NV2F9Y0B8,1.64,0.496,1,0.16
IHL-854584,3/28/2023,Online,PD039339,01JZ3NTE76G1VCKDBJ5XDF5FGS,24.14,9.496,9,0.38
QOE-522833,11/19/2023,In-Store,RI031264,01JZ3NCBRMFKQ497PC6WYMQVJM,5.64,1.447,1,0.08
HQK-824361,7/13/2023,Online,EO020487,01JZ3NCB0XD9KKB6XN6S2QZN9Q,39.14,11.497,6,0.2
EKF-168303,7/27/2023,In-Store,RB085862,01JZ3NCBGEYYAHS2N40TP33Y0P,1.14,0.097,4,0.36
LMQ-730208,8/19/2023,Online,VA029829,01JZ3NRA34M61113YYA8NCT0S9,1.94,0.616,2,0.39
LLJ-190381,01/08/2023,In-Store,RP040536,01JZ3NR848MR60K9R4D5B78F2T,2.14,0.696,4,0.37
HOW-610765,10/29/2023,Online,ZC098766,01JZ3NRAMK9PRDYRR55JV6E4YG,3.94,1.416,5,0.06
WVH-096601,8/22/2023,In-Store,WQ050928,01JZ3NCAGPFFD5RZHY2C0TYZW1,1.04,0.067,14,0.07
KKE-144325,3/15/2023,Online,PT063534,01JZ3NTN76TH5S749XD720CY99,24.14,9.496,17,0.04
HVV-847799,05/02/2023,In-Store,SE083704,01JZ3NQZDK24WFSSXVFHGP6HXZ,16.14,6.296,15,
WMP-488427,12/22/2023,Online,ZM096349,01JZ3NTAWDN18VKEF89NEMSDJX,49.14,19.496,3,0.24
KPQ-713769,8/19/2023,In-Store,SC069071,01JZ3NR3ZXGXMWJCYTRV3A1DMS,19.14,7.496,4,
KMU-237462,12/06/2023,Online,KH039882,01JZ3NTGV3PC6BHVM25BHE2X9K,79.14,31.496,17,0.24
TSB-135999,01/10/2023,In-Store,VD020504,01JZ3NR3BE82J71WXYWZQRZC1S,1.64,0.496,2,0.31
QLR-680718,7/28/2023,Online,NJ003936,01JZ3NTHX0N1PP4F7Y1TE1N6S2,10.14,3.896,16,0.39
KIR-507200,11/11/2023,In-Store,VD020504,01JZ3NR3BE82J71WXYWZQRZC1S,1.64,0.496,5,
PHE-427547,01/02/2023,Online,XS041385,01JZ3NR3XVP87YDW0MH3DAXN5R,6.34,2.376,13,0.03
LEX-370053,10/30/2023,In-Store,TT026883,01JZ3NCBXJMZWFWG94J56VWJNB,29.14,8.497,13,0.17
TQO-870789,08/02/2023,Online,FK057149,01JZ3NTANV0VMD2BHXHKD3JKXD,1.64,0.496,20,0.01
PWE-192643,3/27/2023,In-Store,UV068800,01JZ3NTFHW8HHNCMHFWN73DG5E,2.94,1.016,19,0.37
FLU-621636,12/30/2023,Online,UW077123,01JZ3NQZXX8EW827CMPM8YRB0G,3.34,1.176,18,0.2
LXO-715689,4/21/2023,In-Store,KI037478,01JZ3NCB5R7WXNY1S2F6S3AFQA,49.14,14.497,7,0.09
QKO-862632,01/03/2023,Online,SI013737,01JZ3NTAK6T784CM5BWN514Z55,1.64,0.496,15,0.12
OBE-740512,02/04/2023,In-Store,VS019486,01JZ3NT8JSS089KE9XP1XVZJVG,29.14,11.496,17,0.26
XSY-142561,4/19/2023,Online,LN093720,01JZ3NSZBQDE687R50SSTZMWXE,7.14,2.696,8,0.27
WKF-959232,01/01/2023,In-Store,LI019958,01JZ3NCATRMM1NE5DD1RZ9YEKF,59.14,17.497,19,0.17
NGS-441400,11/09/2023,Online,YA035366,01JZ3NSWWK6WY9F5Q88Q6T9P1Y,3.14,1.096,7,0.06
GHP-101064,02/08/2023,In-Store,OA038346,01JZ3NC9FS56X2S5EBZ4YGKG6P,34.14,9.997,4,0.08
BDY-365143,7/17/2023,Online,OP052267,01JZ3NCF3QH1QZ8D900CA9FNHF,39.14,11.497,3,0.02
UYB-924316,9/21/2023,In-Store,OI099024,01JZ3NTGS7W8JHYWMTG6VA56KW,3.44,1.216,16,0.17
ZQG-329334,2/27/2023,Online,IG091868,01JZ3NCF6JV0YAZQ04CD41SB20,19.14,5.497,5,0.31
HWD-327412,12/28/2023,In-Store,MS079836,01JZ3NQZ57EW8Q1KS6H3JHX2GH,9.14,3.496,8,0.14
ATR-041171,4/16/2023,Online,LE082543,01JZ3NSZSSFRYPYNXW7KHY4RED,8.14,3.096,5,0.38
AWB-504394,06/05/2023,In-Store,ZZ085937,01JZ3NR1KZSXT6H6Q2J3SXEMS6,34.14,13.496,20,0.23
RSF-793606,11/20/2023,Online,II051569,01JZ3NR78T607XN8MYTVSVSVAR,5.14,1.896,5,0.07
ZOK-443020,7/17/2023,In-Store,LT041837,01JZ3NRAVPTXCWWN3STM2EWMGM,29.14,11.496,2,0.29
BSM-245813,3/23/2023,Online,LE096161,01JZ3NR1JY7YRFR16GWKJJ9KM7,29.14,11.496,1,0.02
FTR-190094,6/14/2023,In-Store,XM060019,01JZ3NR39VFZ49AG2DR66SQHN1,2.14,0.696,7,0.25
YYL-356926,8/22/2023,Online,ZM096349,01JZ3NTAWDN18VKEF89NEMSDJX,49.14,19.496,9,
LTM-379157,11/01/2023,In-Store,PM035846,01JZ3NCFG0QHZ1VCJPN7TXZQTN,39.14,11.497,7,0.09
VKV-389176,02/12/2023,Online,ZP067856,01JZ3NSYDB0E3JH7BXWEVEFDSP,4.64,1.696,3,0.07
TAK-672071,7/17/2023,In-Store,PM005812,01JZ3NR25BW6QBMZVSM58HZ7XS,39.14,15.496,9,0.34
RJJ-070353,8/21/2023,Online,EQ058718,01JZ3NSZJJX76405Q803YS9MPS,29.14,11.496,4,0.1
ZLC-348891,10/27/2023,In-Store,VP099455,01JZ3NR97NRSMC1WK6TZZF63J7,49.14,19.496,13,0.11
XEI-927599,11/16/2023,Online,UC075007,01JZ3NR7BE0HQS2S5TQHYV1DN0,2.14,0.696,9,0.3
RYE-472108,09/11/2023,In-Store,FF005406,01JZ3NRA3XSB3YN395Q3NAB5RQ,24.14,9.496,13,0.19
MFH-185325,1/14/2023,Online,GZ076830,01JZ3NR83YQFK098AQ58WBC217,1.64,0.496,2,0.37
