Customer ID,Postal Code
PV077704,B40
NB008076,WC2H
NI045985,CT16
FG011686,S8
ZK017990,LE15
TW072363,SW1E
GL002868,M34
IU015861,CH48
NI092665,OX7
JT020253,EH52
QK072167,NN11
EP088407,PH43
MS053932,S8
UC089716,SY4
EW050885,W1F
ST060961,RG20
BZ073907,LS6
OS016131,NE46
QL073930,NE46
AR093864,SW1E
FE044927,DN22
LW032953,DT10
QH009639,AB55
VC036954,TF6
QO038548,LS9
UZ019741,W1F
MB046323,S33
JB089049,PR1
XC034103,LE16
HE070244,SN1
FZ028025,B12
TR016077,SG4
KS044548,NE46
VU059323,DN22
PI093946,DN22
TI069910,IV1
XG049567,LS9
CF040284,WF9
KY093175,B40
PH013376,TF6
GT026920,ST20
RZ034640,LS6
TN046535,NN11
HW014946,DL10
RI070987,BT2
MD051376,NG34
PX082957,KW10
AE091008,LE15
BL029238,EC3M
QK069817,DN21
FV057344,WC1B
MA051830,WC2H
EA052190,EC1V
DG018577,OX12
NS004965,WF9
JP078625,G4
ZS035764,BH21
FO004792,TF6
DU070019,ST20
CQ084349,M34
NG073978,NG34
VM074684,NG34
GA013633,B12
QU016275,WC1B
BO029613,OX12
RY099619,EC3M
EP070767,WC2H
OO066827,RG20
YB085573,SG4
BY098474,S33
KT006172,EC1V
NA055533,DN21
EM054311,DN22
YJ089375,AB56
FJ007138,DT10
OU065758,WC2H
HH002253,M34
MN041632,S8
EK019608,PH43
UG048514,SY4
JM022459,PR1
TD066264,DL8
TL077762,NN11
VH053552,BH21
JA070984,WC1B
FZ032686,WC2H
FC033048,B40
NH097945,EH9
ZK060914,WC1B
VD043298,BT2
TH016991,SY4
CF065346,WC2H
ZN044783,M14
BD029398,CV35
UA057600,LN6
ZB001882,SW19
LR071683,WC2H
OS062407,BD23
CY085456,PR1
KR081746,PR1
WM078818,ST20
OZ007864,DT10
NC021615,LN6
LC067891,S1
QN007877,SN13
ZS028927,BD23
GI079562,BD23
BW006890,S33
AR097815,OX12
YW031560,B12
EM041491,DN36
BM028733,W1F
ST006986,AB55
DD079461,EH9
FD018066,BD23
ST031049,BT2
GU050689,LE14
LZ044000,DL8
UB079899,AB55
SN048027,M34
RZ079061,S8
NT011301,BD23
YA056194,S1
WC000744,G4
NW010667,BD23
IZ040196,BD7
RY046148,W1F
QC023459,WC2H
JX020792,DT10
ZZ033202,EH52
WX059836,NG34
IK074761,PR1
PS051354,IV1
IH031950,NR34
JM053115,CT15
XH025814,LS9
HO019535,SY4
CG088679,NN4
YM016322,M34
LY041824,SY4
LT093619,LE14
QO013427,GL54
WV053876,N3
VJ003572,LE15
JW011871,WC2H
MK081557,AB39
UZ052444,LE15
PF038489,EH9
DC047266,W1F
MM063098,KW10
RA082283,SN1
UN070146,EC1V
OB014286,NE46
HC084856,BD23
FB082958,NN4
QL067994,RG20
YG019226,OX7
ZG044495,L33
WU005941,WC2H
DN088541,SW1E
RW088765,PH43
YP098197,NN4
NA011303,BD23
DY064262,GU32
YK002654,TF6
AB092555,SN1
UY005001,GU32
OG061977,DT10
YC058679,CV35
QR065970,N3
RQ096077,WC2H
NY049268,CB4
OS020139,WC2H
UQ089950,N3
VB001957,B40
LR077329,NG34
CM046960,CV35
HV018059,BS37
NA036698,BT66
CP044965,DN22
WC023216,WC2H
AF072209,CV35
YA047157,BD7
CE004151,W1F
JG097941,B12
KA019970,CT15
VJ028289,EH52
SC014154,SW1E
PO051840,NN11
YD052057,NN4
IG063677,NR34
XE067648,NR29
RS028872,EC3M
UB067995,OX7
ZI098016,M14
ZK001268,BS37
KT037446,SN1
UN055096,S33
TP059758,SW1E
WH010152,CH48
DR012165,SW19
HG065810,SG4
PU069170,SN1
WT058286,WC1B
RH030322,CV35
TC035481,KW10
ZQ005480,WF9
VR060474,PR1
YD003006,BT66
EX088207,OX7
CY025172,BS37
QT044564,B40
YT004530,DN21
JY011577,SY4
YN022030,AB56
HR079162,L33
WQ078606,AB55
IN023389,RH5
ZY052030,SN1
AO032434,LE14
OU059972,M34
RN019727,BD23
GH010525,ST20
EQ019563,DL10
HX021080,LE15
RV069987,RH5
FX045804,B12
WT075805,GU32
SX079007,BT2
BW029792,CH48
DZ090884,DL8
YX046571,SN13
DY058096,IV1
YU072726,G4
SS009770,WC2H
SU042455,SW19
NQ046524,OX7
BG073142,NN11
AI033136,CB4
NK039641,LE14
QG016013,LE16
IS034813,AB56
HH028402,GL54
QE006265,N3
RL017752,BH21
AM048144,EH52
MW029835,DL10
FO018903,NE46
YV099173,AB56
JB029525,EC3M
PL027931,AB56
SQ041732,BD23
RX050906,NN4
TW056855,BT66
WB093781,LE16
DU067138,PH43
EX025743,OX12
IJ064580,LN6
GI072825,LE16
XQ074995,NR29
ZL079039,OX12
QU018207,M34
QK062214,B40
WO082294,PH43
UL041715,ST20
KM031739,CH48
FC032636,DT10
LA028763,BD7
KQ036223,LE16
HB066379,B12
CF045046,B12
IW015145,NR29
HT074679,NG34
SF010331,KW10
CA097478,LE16
DM088657,PH43
AY007463,LS6
WJ075313,BT66
BY000645,WC2H
YY066124,TF6
QB072843,BD23
FM017162,LN6
KN022345,L33
OA062579,DN22
DX039478,M14
MF006009,KW10
FQ000528,NN11
VM048942,BH21
LE032482,RG20
HA069248,EC3M
PA017503,NG22
MG088001,SG4
PC099530,M34
XE094018,DL10
QU087388,CV35
OC065566,LN6
WL062350,DN36
SD002898,SG4
KV009464,BH21
SK062654,CT16
PL048663,NN4
GG001675,GL54
HN065686,EH9
WS083002,ST20
ND092128,G4
MR034148,BT66
QZ037331,SN1
WY016116,B12
HZ014416,LN6
UH084352,BT2
TQ083990,SN1
HT072634,IV1
NS033469,DN22
NJ066383,ST20
GG024660,BH21
WW097282,KW10
HD002706,W1F
FM062393,CH48
WD022327,BT2
KR048209,OX7
LK027169,WC1B
ZN087317,NE46
YB075027,S33
BL031724,SN13
NK049074,LE16
ZA022712,OX12
YZ002599,BD23
UW090684,CT15
XQ070266,EC3M
ON002160,DL8
DT032715,EH52
JM089127,L74
BH012184,DN22
ON062660,NR34
DX003902,PR1
DR089220,SW1E
NH020821,NR29
VY086631,LN6
MN006864,PR1
TA055100,NR29
TQ028593,BD23
HE073166,CV35
WJ020117,EC1V
ED098042,SW1E
YS053173,KW10
QB076560,EC1V
XH011174,DN36
DL081584,S33
OG071109,WC1B
NN060679,S8
XV089605,EC3M
LG092675,BD7
YX096257,IV1
TF049332,OX12
BX044593,WC2H
FE085390,L74
IG009406,WC1B
KB036902,WC2H
KZ005797,NN4
UJ027594,CB4
SB083069,W1F
GU089133,BD23
RN026363,DT10
WN064607,GU32
NR077634,IV1
NE056811,DN22
LO067783,GU32
MI002145,DN22
AY095623,WF9
ZQ085286,RH5
KK083551,CT15
QL072242,BD7
IU062654,SW1E
EQ005180,AB39
OD029467,EH52
WQ006977,GL54
UO066411,BT2
KS015006,OX7
RB043281,AB39
VA033425,LS9
QJ057888,S33
JV099782,EH9
TC072019,LN6
ZZ074998,NG34
XV006851,SN1
EQ061166,NE46
RN084510,L74
XM056519,LE14
MU065265,NR34
HR020563,RH5
AK090965,BT2
AL097423,EH9
GT082333,LS9
JD027175,GL54
TX041364,LE15
KZ012114,SW1E
QB010490,SN1
EZ094772,G4
VT060647,NG34
SL086802,NN4
IU015642,PH43
DY098312,NN4
FJ060517,NE46
LC026979,SY4
GQ025761,SW19
SC070403,DN22
LW001842,EH9
IA007464,SY4
AR041676,M34
PU063205,LN6
RW072550,DN22
RK054156,AB56
KX031873,CB4
ZE034909,CT15
ZW034737,LS6
EL013253,S1
ER043136,W1F
GN098386,NE46
XL005038,GU32
CE052750,OX7
EZ080288,L74
JE023225,EC3M
BR070441,B12
NB005131,CV35
HK002928,SW1E
NX010417,EH52
WG056381,DN21
BN069579,GU32
VH033717,EC1V
ZM043683,WF9
ZT087785,N3
BJ079548,L33
OO027396,BD7
YF058145,NN11
HJ042669,L74
MC002765,BD23
WJ053963,BT2
CB028857,L33
OB076825,AB39
JG092128,GU32
KW040303,CB4
XA032463,NN4
CY057205,EH52
MV006991,DN22
SF059820,DL10
FF057667,ST20
RO066685,NG34
EM052018,BD23
PT068163,BD23
II024574,SG4
VW064314,CT16
DM054968,SN1
SG030092,CB4
MG061805,AB55
HC050772,WC1B
JW074427,CT16
JT017504,S8
HB033101,S33
AS034510,CV35
VT024476,S33
LL061291,GU32
BK068877,BS14
LY092549,CT15
DW089170,CH48
CW032193,LE16
FO038863,BS37
GF045940,LE16
YK010453,DN22
HT059936,BD7
XY044723,CV35
XB046740,BD7
PQ059164,KW10
XL040496,L74
LW072356,TF6
QF008699,NG34
YS077794,RH5
VS001833,BS41
JZ051152,BS41
UF069653,S8
DH006479,ST20
SG017248,CH48
AD051865,LE15
ZW068022,EC3M
NC019398,LE14
AT021362,W1F
YB066562,M14
IP005782,SW19
YV023058,OX7
AG087870,N3
QP071395,EC1V
XI066233,DN36
TL091962,KW10
UY037874,PH43
JA042747,BS37
RR059936,LN6
NB030077,PH43
RM032097,DL10
DX063428,LE15
QP011875,G4
LU028921,DN36
OK095667,BT2
VB012725,OX7
AF081820,SN13
BY047224,L74
EM023972,LS9
AU081700,GU32
XF002546,SW19
AU017148,BH21
GG008002,WF9
JJ071085,DT10
EX060682,DN21
PO008660,ST20
UP098712,NR29
IC081222,CV35
ES017219,NR29
UG003207,WC2H
IR071120,OX12
KD057640,EC3M
SL020843,DL8
CX040123,BT66
HG089408,DN21
VT048970,RH5
LP059975,DN36
NH080841,EH52
VJ025026,N3
WT052079,OX7
PN052596,BT2
BY076152,RH5
QL031793,LE15
JS031511,AB39
FK096609,CH48
OT028288,LE15
UE097745,LS6
DT071239,DT10
YI058954,BT2
SY093940,CV35
BI026710,NR34
TL018333,N3
BU085042,DT10
VS079989,EH9
OZ024804,S33
WR079096,RH5
SA091078,CT15
HH088232,BT2
IA065789,RH5
IL046915,NR29
KA040416,AB55
OG056473,WC2H
OG051514,BD7
LL080201,EH9
UR084798,SN1
QC056257,M14
WF014444,LS9
IX042657,BH21
UL016776,GU32
HO000508,BS14
LV007938,B12
FO052369,DN22
IV091271,BH21
VT030308,LN6
EB065659,NN4
TX036866,EC1V
WM040204,KW10
MI068402,B12
KL097380,BD23
AT010021,M14
BX010947,CV35
IQ015428,SN1
JB049033,BD7
ZM086764,AB55
TQ072775,CH48
FX054353,SN1
SD020387,SN13
OZ044834,BD7
LO057168,M14
RN085260,OX12
FS084566,DN21
QN076911,OX7
DD085823,WF9
BF065767,SW1E
NH080945,TF6
AZ068639,B40
TL019386,M14
IO065426,BS41
SZ095744,LE16
PM023556,SW19
CF003718,S33
BJ045995,AB55
ZQ078542,NR34
DU016170,PR1
SG044935,AB55
TP082193,LS9
YV014970,WC1B
GS076409,IV1
FD009877,BD23
YR020187,CH48
AF014335,EH52
SQ055699,WC2H
